Date,Open,Low,High,Close,Change,ChangePercent
1397/03/16,22100000,22050000,22450000,22440000,290000.0,1.31
1397/03/17,22445000,22250000,22445000,22250000,190000.0,0.85
1397/03/18,22220000,22220000,23270000,23270000,1020000.0,4.58
1397/03/19,23345000,23345000,24775000,24535000,1265000.0,5.44
1397/03/20,24560000,24270000,25070000,24755000,220000.0,0.9
1397/03/21,24745000,24745000,25450000,25245000,490000.0,1.98
1397/03/22,25320000,25025000,26000000,25125000,120000.0,0.48
1397/03/23,25135000,23715000,25135000,23955000,1170000.0,4.88
1397/03/24,23945000,23815000,23945000,23865000,90000.0,0.38
1397/03/25,23875000,23740000,23885000,23830000,35000.0,0.15
1397/03/26,23840000,23120000,24585000,24535000,705000.0,2.96
1397/03/27,24520000,24520000,25410000,24930000,395000.0,1.61
1397/03/28,24945000,24910000,25320000,25200000,270000.0,1.08
1397/03/29,25210000,25180000,25630000,25530000,330000.0,1.31
1397/03/30,25595000,25530000,25930000,25820000,290000.0,1.14
1397/03/31,25830000,25770000,25965000,25945000,125000.0,0.48
1397/04/01,25910000,25910000,28260000,28210000,2265000.0,8.73
1397/04/02,28035000,27820000,30085000,29760000,1550000.0,5.49
1397/04/03,29560000,27710000,29560000,28160000,1600000.0,5.68
1397/04/04,28310000,28050000,28760000,28220000,60000.0,0.21
1397/04/05,28360000,28100000,28700000,28700000,480000.0,1.7
1397/04/06,28915000,28900000,30400000,29000000,300000.0,1.05
1397/04/07,29175000,29050000,29300000,29200000,200000.0,0.69
1397/04/08,29125000,28400000,30075000,28625000,575000.0,2.01
1397/04/09,28610000,28465000,29920000,29920000,1295000.0,4.52
1397/04/10,30135000,29600000,30465000,29830000,90000.0,0.3
1397/04/11,29780000,29330000,29810000,29560000,270000.0,0.91
1397/04/12,29505000,28300000,29515000,28700000,860000.0,3.0
1397/04/13,28690000,27000000,28690000,27470000,1230000.0,4.48
1397/04/14,27860000,27845000,29170000,28830000,1360000.0,4.95
1397/04/15,28815000,28250000,29020000,28920000,90000.0,0.31
1397/04/16,28940000,28635000,29000000,28720000,200000.0,0.7
1397/04/17,28700000,28475000,28710000,28500000,220000.0,0.77
1397/04/18,28460000,27320000,28475000,27400000,1100000.0,4.01
1397/04/19,27375000,26500000,27375000,26600000,800000.0,3.01
1397/04/20,26700000,26590000,27450000,27150000,550000.0,2.07
1397/04/21,27110000,26930000,27115000,27000000,150000.0,0.56
1397/04/22,27050000,26900000,28750000,28570000,1570000.0,5.81
1397/04/23,28685000,28170000,29300000,28240000,330000.0,1.17
1397/04/24,28295000,27280000,28400000,27450000,790000.0,2.88
1397/04/25,27325000,26980000,28750000,28600000,1150000.0,4.19
1397/04/26,28925000,28630000,29200000,28925000,325000.0,1.14
1397/04/27,28950000,28720000,30255000,29930000,1005000.0,3.47
1397/04/28,30015000,29850000,30215000,29930000,,
1397/04/29,29890000,29875000,31570000,31570000,1640000.0,5.48
1397/04/30,31800000,31785000,32870000,32535000,965000.0,3.06
1397/04/31,32885000,32885000,34675000,34035000,1500000.0,4.61
1397/05/01,33925000,33600000,35320000,34730000,695000.0,2.04
1397/05/02,34100000,33200000,34700000,33510000,1220000.0,3.64
1397/05/03,33680000,33680000,34800000,34750000,1240000.0,3.7
1397/05/04,35200000,34850000,35470000,35250000,500000.0,1.44
1397/05/05,35400000,35000000,38700000,38700000,3450000.0,9.79
1397/05/06,39100000,39100000,45200000,45110000,6410000.0,16.56
1397/05/07,44210000,44210000,44210000,44210000,900000.0,2.04
1397/05/08,40850000,37450000,41600000,39050000,5160000.0,13.21
1397/05/09,39040000,36950000,40060000,37880000,1170000.0,3.09
1397/05/10,37850000,37820000,40800000,40600000,2720000.0,7.18
1397/05/11,40550000,38950000,40650000,39050000,1550000.0,3.97
1397/05/12,39350000,37030000,39780000,37310000,1740000.0,4.66
1397/05/13,36900000,35050000,37450000,36650000,660000.0,1.8
1397/05/14,36750000,33700000,37000000,34350000,2300000.0,6.7
1397/05/15,34350000,30400000,34350000,30600000,3750000.0,12.25
1397/05/16,30550000,30500000,38180000,37650000,7050000.0,23.04
1397/05/17,38300000,36650000,41900000,38150000,500000.0,1.33
1397/05/18,38400000,38100000,39400000,38160000,10000.0,0.03
1397/05/19,38500000,37550000,40400000,38400000,240000.0,0.63
1397/05/20,38300000,36000000,38750000,36980000,1420000.0,3.84
1397/05/21,37010000,37010000,38500000,38450000,1470000.0,3.98
1397/05/22,38930000,38700000,40050000,38750000,300000.0,0.78
1397/05/23,38600000,36900000,38950000,37330000,1420000.0,3.8
1397/05/24,37750000,36800000,38100000,38000000,670000.0,1.79
1397/05/25,38100000,37250000,39050000,38000000,,
1397/05/26,38200000,37030000,38400000,37150000,850000.0,2.29
1397/05/27,36880000,36630000,38460000,37780000,630000.0,1.7
1397/05/28,37930000,37690000,38480000,38010000,230000.0,0.61
1397/05/29,38190000,38190000,39030000,38700000,690000.0,1.82
1397/05/30,38880000,38650000,38930000,38650000,50000.0,0.13
1397/05/31,38750000,38080000,38820000,38380000,270000.0,0.7
1397/06/01,38280000,37800000,38380000,38180000,200000.0,0.52
1397/06/02,38280000,37780000,38430000,37980000,200000.0,0.53
1397/06/03,38050000,38000000,38750000,38540000,560000.0,1.47
1397/06/04,38650000,38450000,39900000,39720000,1180000.0,3.06
1397/06/05,40200000,39970000,41040000,40250000,530000.0,1.33
1397/06/06,40300000,39500000,40740000,40740000,490000.0,1.22
1397/06/07,40490000,40350000,40850000,40480000,260000.0,0.64
1397/06/08,40550000,40280000,40550000,40330000,150000.0,0.37
1397/06/09,40450000,40070000,41840000,41740000,1410000.0,3.5
1397/06/10,42140000,41540000,44400000,44400000,2660000.0,6.37
1397/06/11,44750000,44600000,48480000,45750000,1350000.0,3.04
1397/06/12,45500000,44250000,47150000,45700000,50000.0,0.11
1397/06/13,46400000,44100000,47900000,45350000,350000.0,0.77
1397/06/14,45250000,43650000,45550000,43800000,1550000.0,3.54
1397/06/15,43600000,42650000,45360000,44550000,750000.0,1.71
1397/06/16,44150000,41300000,44150000,41450000,3100000.0,7.48
1397/06/17,40850000,39100000,42250000,41900000,450000.0,1.09
1397/06/18,42200000,42200000,44000000,43800000,1900000.0,4.53
1397/06/19,44600000,43480000,46210000,44030000,230000.0,0.53
1397/06/20,43550000,43160000,44410000,43910000,120000.0,0.27
1397/06/21,44510000,43900000,45010000,44030000,120000.0,0.27
1397/06/22,44150000,43900000,44500000,44000000,30000.0,0.07
1397/06/23,43800000,43150000,44430000,44350000,350000.0,0.8
1397/06/24,44830000,44780000,45850000,45530000,1180000.0,2.66
1397/06/25,45400000,44800000,45500000,45450000,80000.0,0.18
1397/06/26,45280000,45230000,45950000,45880000,430000.0,0.95
1397/06/27,45970000,45970000,45970000,45970000,90000.0,0.2
1397/06/29,45690000,45000000,45820000,45080000,890000.0,1.97
1397/06/30,44700000,44650000,45400000,44850000,230000.0,0.51
1397/06/31,44950000,44600000,46400000,46050000,1200000.0,2.68
1397/07/01,46620000,46000000,47750000,47630000,1580000.0,3.43
1397/07/02,47300000,46400000,49400000,49200000,1570000.0,3.3
1397/07/03,48900000,48600000,55800000,54150000,4950000.0,10.06
1397/07/04,53200000,49800000,53400000,51700000,2450000.0,4.74
1397/07/05,50700000,50700000,52100000,51300000,400000.0,0.78
1397/07/06,50700000,49300000,52200000,51000000,300000.0,0.59
1397/07/07,50500000,45950000,51400000,49900000,1100000.0,2.2
1397/07/08,50100000,43500000,50650000,45700000,4200000.0,9.19
1397/07/09,44250000,44000000,44250000,44000000,1700000.0,3.86
1397/07/10,44250000,43800000,44900000,43800000,200000.0,0.46
1397/07/11,41710000,40210000,42910000,40510000,3290000.0,8.12
1397/07/13,40010000,38510000,41010000,39010000,1500000.0,3.85
1397/07/14,44050000,37600000,44050000,37800000,1210000.0,3.2
1397/07/15,38500000,38500000,40950000,40950000,3150000.0,8.33
1397/07/16,41050000,41050000,47500000,46100000,5150000.0,12.58
1397/07/17,46760000,44810000,48510000,45010000,1090000.0,2.42
1397/07/18,45160000,44410000,45310000,45010000,,
1397/07/20,43885000,42710000,44960000,42810000,2200000.0,5.14
1397/07/21,42810000,42810000,42810000,42810000,,
1397/08/18,45500000,44050000,45700000,45250000,2440000.0,5.7
1397/08/19,43750000,43000000,44050000,43150000,2100000.0,4.87
1397/08/20,43000000,40260000,43900000,42500000,650000.0,1.53
1397/08/21,42600000,41250000,43750000,41750000,750000.0,1.8
1397/08/22,41450000,38900000,41550000,39300000,2450000.0,6.23
1397/08/23,37950000,37250000,39600000,39600000,300000.0,0.76
1397/08/25,38200000,37500000,40500000,39950000,350000.0,0.88
1397/09/02,39100000,39100000,39600000,39400000,550000.0,1.4
1397/09/05,38750000,38450000,38900000,38450000,950000.0,2.47
1397/09/06,38000000,36500000,38150000,36500000,1950000.0,5.34
1397/09/07,36100000,33650000,37900000,37550000,1050000.0,2.88
1397/09/08,37650000,37650000,37650000,37650000,100000.0,0.27
1397/09/09,37130000,36390000,37250000,37130000,520000.0,1.4
1397/09/10,38050000,37980000,39280000,39030000,1900000.0,5.12
1397/09/11,39070000,37400000,39280000,37430000,1600000.0,4.27
1397/09/12,37350000,36780000,37650000,37580000,150000.0,0.4
1397/09/13,37430000,37370000,37770000,37770000,190000.0,0.51
1397/09/14,37800000,37800000,39050000,38950000,1180000.0,3.12
1397/09/15,38830000,38800000,38920000,38800000,150000.0,0.39
1397/09/16,38870000,38850000,39430000,38920000,120000.0,0.31
1397/09/17,38930000,37630000,38930000,37650000,1270000.0,3.37
1397/09/18,37350000,36470000,37630000,36550000,1100000.0,3.01
1397/09/19,36330000,36170000,36330000,36170000,380000.0,1.05
1397/09/20,36220000,35800000,36250000,35800000,370000.0,1.03
1397/09/21,36800000,36500000,36800000,36500000,700000.0,1.96
1397/09/23,34800000,34800000,34800000,34800000,1700000.0,4.89
1397/09/24,34650000,33800000,34650000,33800000,1000000.0,2.96
1397/09/25,34800000,34300000,35000000,35000000,1200000.0,3.55
1397/09/26,34600000,34600000,35250000,35060000,60000.0,0.17
1397/09/27,34810000,33820000,34810000,33820000,1240000.0,3.67
1397/09/28,33650000,33090000,33680000,33550000,270000.0,0.8
1397/09/30,33700000,33700000,34000000,33850000,300000.0,0.89
1397/10/01,34030000,34030000,34600000,34600000,750000.0,2.22
1397/10/02,34540000,34420000,34750000,34660000,60000.0,0.17
1397/10/03,35900000,35640000,37050000,37050000,2390000.0,6.9
1397/10/04,38950000,36200000,39100000,36830000,220000.0,0.6
1397/10/05,36730000,35590000,36750000,35710000,1120000.0,3.14
1397/10/07,35250000,34700000,35250000,34700000,1010000.0,2.91
1397/10/08,36380000,35450000,36610000,36180000,1480000.0,4.27
1397/10/09,36800000,36190000,37240000,37170000,990000.0,2.74
1397/10/10,36720000,35450000,36720000,36200000,970000.0,2.68
1397/10/11,36020000,35820000,36300000,36210000,10000.0,0.03
1397/10/12,36710000,36550000,36800000,36630000,420000.0,1.16
1397/10/14,36580000,35580000,36740000,36120000,510000.0,1.41
1397/10/15,36350000,36300000,36960000,36900000,780000.0,2.16
1397/10/16,37370000,37150000,37890000,37570000,670000.0,1.82
1397/10/17,37220000,37090000,37655000,37450000,120000.0,0.32
1397/10/18,37550000,37365000,38335000,37840000,390000.0,1.04
1397/10/19,38040000,37850000,38555000,38210000,370000.0,0.98
1397/10/21,38450000,38450000,39150000,38970000,760000.0,1.99
1397/10/22,39300000,37650000,39300000,37650000,1320000.0,3.51
1397/10/23,37650000,37650000,38450000,38450000,800000.0,2.12
1397/10/24,38570000,38430000,39150000,38900000,450000.0,1.17
1397/10/25,38860000,38670000,39410000,39240000,340000.0,0.87
1397/10/26,39361000,38900000,39361000,38900000,340000.0,0.87
1397/10/28,38900000,38900000,39610000,39520000,620000.0,1.59
1397/10/29,39620000,39430000,40300000,39960000,440000.0,1.11
1397/10/30,40100000,40100000,40855000,40675000,715000.0,1.79
1397/11/01,40480000,40290000,41310000,40180000,495000.0,1.23
1397/11/02,39860000,39860000,40760000,40540000,360000.0,0.9
1397/11/03,40530000,40490000,40840000,40670000,130000.0,0.32
1397/11/05,40480000,40480000,41560000,41490000,820000.0,2.02
1397/11/06,41610000,41510000,41610000,41510000,20000.0,0.05
1397/11/07,41510000,41410000,42140000,42020000,510000.0,1.23
1397/11/08,42230000,41620000,42460000,42390000,370000.0,0.88
1397/11/09,42610000,42050000,42610000,42050000,340000.0,0.81
1397/11/10,42050000,41380000,42050000,41380000,670000.0,1.62
1397/11/12,41360000,39780000,41360000,39780000,1600000.0,4.02
1397/11/13,39880000,39880000,41520000,40920000,1140000.0,2.87
1397/11/14,40750000,40720000,41770000,41600000,680000.0,1.66
1397/11/15,41710000,41710000,42390000,42110000,510000.0,1.23
1397/11/17,42090000,41240000,42100000,41410000,700000.0,1.69
1397/11/20,42210000,41900000,42520000,42340000,930000.0,2.25
1397/11/22,42220000,42180000,42850000,42770000,430000.0,1.02
1397/11/23,43100000,42440000,43150000,42935000,165000.0,0.39
1397/11/24,42730000,42440000,42905000,42490000,445000.0,1.05
1397/11/26,42500000,42495000,43280000,43235000,745000.0,1.75
1397/11/27,43525000,43120000,43690000,43625000,390000.0,0.9
1397/11/28,43785000,43785000,44925000,44480000,855000.0,1.96
1397/11/29,44495000,44290000,45060000,44835000,355000.0,0.8
1397/11/30,45235000,44815000,46185000,45970000,1135000.0,2.53
1397/12/01,45670000,45050000,45935000,45960000,10000.0,0.02
1397/12/03,45600000,45520000,47195000,46990000,1030000.0,2.24
1397/12/04,47720000,47150000,48810000,47895000,905000.0,1.93
1397/12/05,47495000,46480000,48210000,46480000,1415000.0,3.04
1397/12/06,47580000,46260000,47580000,46630000,150000.0,0.32
1397/12/07,46225000,45935000,46640000,46400000,230000.0,0.5
1397/12/08,45970000,45500000,46200000,46100000,300000.0,0.65
1397/12/10,46600000,45850000,47170000,45990000,110000.0,0.24
1397/12/11,45820000,44400000,45820000,44670000,1320000.0,2.96
1397/12/12,44300000,43500000,44600000,44180000,490000.0,1.11
1397/12/13,44060000,43990000,45390000,45100000,920000.0,2.08
1397/12/14,45690000,44620000,46150000,44990000,110000.0,0.24
1397/12/15,44910000,44460000,45260000,44560000,430000.0,0.96
1397/12/17,45690000,45040000,45710000,45490000,930000.0,2.09
1397/12/18,45660000,44840000,45680000,44950000,540000.0,1.2
1397/12/19,44840000,44520000,45030000,44690000,260000.0,0.58
1397/12/20,44630000,44370000,44840000,44580000,110000.0,0.25
1397/12/21,45590000,44780000,46680000,46520000,1940000.0,4.35
1397/12/22,46310000,45960000,46620000,46370000,150000.0,0.32
1397/12/24,46020000,45920000,46440000,46030000,340000.0,0.74
1397/12/25,45940000,45170000,46020000,45520000,510000.0,1.12
1397/12/26,45480000,45170000,46160000,46140000,620000.0,1.36
1397/12/27,46100000,45900000,46870000,46620000,480000.0,1.04
1398/01/04,46430000,46150000,46440000,46290000,330000.0,0.71
1398/01/05,46180000,46170000,46580000,46530000,240000.0,0.52
1398/01/06,46800000,46690000,46880000,46840000,310000.0,0.67
1398/01/09,46710000,46500000,46830000,46670000,170000.0,0.36
1398/01/10,46710000,46600000,46860000,46780000,110000.0,0.24
1398/01/14,46530000,46420000,46560000,46560000,220000.0,0.47
1398/01/16,46960000,46810000,47500000,47480000,920000.0,1.98
1398/01/17,47950000,47560000,48430000,48430000,950000.0,2.0
1398/01/18,48480000,48440000,49940000,49920000,1490000.0,3.08
1398/01/19,50400000,49310000,52060000,49660000,260000.0,0.52
1398/01/20,49640000,48100000,49660000,48440000,1220000.0,2.52
1398/01/21,47780000,47240000,48210000,47760000,680000.0,1.42
1398/01/23,46890000,46810000,47780000,47760000,,
1398/01/24,47450000,47410000,48300000,48170000,410000.0,0.86
1398/01/25,48290000,48140000,48810000,48500000,330000.0,0.69
1398/01/26,47230000,46600000,47420000,46750000,1750000.0,3.74
1398/01/27,47410000,47200000,47890000,47520000,770000.0,1.65
1398/01/28,47620000,47150000,47720000,47250000,270000.0,0.57
1398/01/30,47570000,47180000,47670000,47380000,130000.0,0.28
1398/02/01,47390000,47340000,48660000,48660000,1280000.0,2.7
1398/02/02,48610000,48380000,49010000,48530000,130000.0,0.27
1398/02/03,48520000,48330000,49110000,49070000,540000.0,1.11
1398/02/04,49190000,48810000,49210000,48960000,110000.0,0.22
1398/02/06,49040000,48940000,49940000,49900000,940000.0,1.92
1398/02/07,50310000,49610000,50330000,50110000,210000.0,0.42
1398/02/08,49780000,49390000,49860000,49720000,390000.0,0.78
1398/02/09,49380000,49220000,49750000,49610000,110000.0,0.22
1398/02/10,49970000,49750000,50430000,50080000,470000.0,0.95
1398/02/11,50390000,50120000,50510000,50210000,130000.0,0.26
1398/02/13,50050000,49970000,50870000,50630000,420000.0,0.84
1398/02/14,50940000,50180000,51110000,50230000,400000.0,0.8
1398/02/15,50280000,50240000,51130000,51100000,870000.0,1.73
1398/02/16,51110000,49030000,51510000,51260000,160000.0,0.31
1398/02/17,51080000,50930000,51710000,51500000,240000.0,0.47
1398/02/18,51600000,51410000,51860000,51600000,100000.0,0.19
1398/02/20,51500000,50540000,51580000,50860000,740000.0,1.45
1398/02/21,50430000,49790000,50460000,49950000,910000.0,1.82
1398/02/22,50530000,49820000,50560000,50100000,150000.0,0.3
1398/02/23,49910000,49860000,50510000,50480000,380000.0,0.76
1398/02/24,50360000,49760000,50410000,49810000,670000.0,1.35
1398/02/25,49660000,49240000,49690000,49440000,370000.0,0.75
1398/02/27,49410000,48870000,49590000,48930000,510000.0,1.04
1398/02/28,49110000,48050000,49110000,48090000,840000.0,1.75
1398/02/29,47610000,46120000,49260000,46920000,1170000.0,2.49
1398/02/30,46690000,45820000,47640000,47310000,390000.0,0.83
1398/02/31,47910000,47570000,48330000,48280000,970000.0,2.05
1398/03/01,48120000,47320000,48130000,47660000,620000.0,1.3
1398/03/03,48140000,47660000,48430000,47870000,210000.0,0.44
1398/03/04,47800000,47470000,48210000,48160000,290000.0,0.61
1398/03/06,47110000,46030000,47190000,46140000,2020000.0,4.38
1398/03/07,45710000,45200000,46610000,46260000,120000.0,0.26
1398/03/08,46110000,45990000,46470000,46240000,20000.0,0.04
1398/03/10,46450000,46130000,46630000,46280000,40000.0,0.09
1398/03/11,46060000,45250000,46160000,45420000,860000.0,1.89
1398/03/12,45410000,45200000,45630000,45520000,100000.0,0.22
1398/03/17,46210000,45190000,46290000,45250000,270000.0,0.6
1398/03/18,44870000,44180000,44910000,44660000,590000.0,1.32
1398/03/19,44610000,44230000,45380000,45280000,620000.0,1.39
1398/03/20,45150000,44670000,45270000,44990000,290000.0,0.64
1398/03/21,45040000,44750000,45360000,45120000,130000.0,0.29
1398/03/22,45630000,45630000,45680000,45680000,560000.0,1.24
1398/03/24,46510000,46210000,47060000,47000000,1320000.0,2.89
1398/03/25,47380000,47170000,47900000,47550000,550000.0,1.17
1398/03/26,47410000,46570000,47440000,46610000,940000.0,2.02
1398/03/27,46680000,45980000,46950000,46190000,420000.0,0.91
1398/03/28,46150000,45840000,46540000,46400000,210000.0,0.45
1398/03/29,46240000,46190000,47090000,47030000,630000.0,1.36
1398/03/31,46340000,45990000,46790000,46040000,990000.0,2.15
1398/04/01,46200000,46190000,47090000,46970000,930000.0,2.02
1398/04/02,47320000,46910000,47320000,46970000,,
1398/04/03,46960000,46580000,47110000,46820000,150000.0,0.32
1398/04/04,46180000,46130000,46360000,46330000,490000.0,1.06
1398/04/05,46250000,46100000,46430000,46300000,30000.0,0.06
1398/04/08,45820000,45310000,45930000,45380000,920000.0,2.03
1398/04/09,44830000,44660000,45560000,45370000,10000.0,0.02
1398/04/10,45310000,44960000,45520000,45100000,270000.0,0.6
1398/04/11,45500000,45350000,45600000,45380000,280000.0,0.62
1398/04/12,45350000,45350000,46050000,46020000,640000.0,1.41
1398/04/14,45990000,45530000,46610000,46460000,440000.0,0.96
1398/04/15,46450000,45590000,46450000,45730000,730000.0,1.6
1398/04/16,45670000,45390000,45820000,45390000,340000.0,0.75
1398/04/17,45420000,45030000,45550000,45190000,200000.0,0.44
1398/04/18,45300000,45110000,45390000,45300000,110000.0,0.24
1398/04/19,45420000,45110000,45460000,45230000,70000.0,0.15
1398/04/21,44690000,43710000,44710000,43800000,1430000.0,3.26
1398/04/22,43840000,43270000,44050000,43420000,380000.0,0.88
1398/04/23,43490000,41630000,43490000,41720000,1700000.0,4.07
1398/04/24,41680000,39330000,41740000,40100000,1620000.0,4.04
1398/04/25,38700000,37980000,40900000,40260000,160000.0,0.4
1398/04/26,40600000,39950000,41180000,40050000,210000.0,0.52
1398/04/28,40170000,39660000,41570000,41280000,1230000.0,3.07
1398/04/29,42080000,41490000,42500000,41880000,600000.0,1.45
1398/04/30,42030000,41560000,42800000,42750000,870000.0,2.08
1398/04/31,42710000,42670000,44080000,43470000,720000.0,1.68
1398/05/01,42820000,41570000,43180000,41600000,1870000.0,4.5
1398/05/02,41170000,40570000,41200000,41060000,540000.0,1.32
1398/05/04,41630000,41570000,42600000,42530000,1470000.0,3.58
1398/05/05,43060000,41450000,43080000,41630000,900000.0,2.16
1398/05/06,41660000,41520000,42180000,41930000,300000.0,0.72
1398/05/07,42050000,41270000,42150000,41520000,410000.0,0.99
1398/05/08,41550000,40370000,41550000,40750000,770000.0,1.89
1398/05/09,40650000,40600000,41300000,41230000,480000.0,1.18
1398/05/11,41940000,41320000,42050000,41570000,340000.0,0.82
1398/05/12,40960000,40770000,41620000,41380000,190000.0,0.46
1398/05/13,41920000,41620000,42450000,42020000,640000.0,1.55
1398/05/14,42280000,41670000,42300000,41980000,40000.0,0.1
1398/05/15,42190000,42120000,42580000,42500000,520000.0,1.24
1398/05/16,42460000,42070000,42460000,42130000,370000.0,0.88
1398/05/18,42050000,41570000,42160000,41690000,440000.0,1.06
1398/05/19,41640000,41380000,41720000,41570000,120000.0,0.29
1398/05/21,41750000,41620000,42830000,41730000,160000.0,0.38
1398/05/22,41630000,41440000,41780000,41650000,80000.0,0.19
1398/05/23,41830000,41670000,41850000,41780000,130000.0,0.31
1398/05/25,41660000,41630000,42050000,42000000,220000.0,0.53
1398/05/26,41900000,41630000,41950000,41700000,300000.0,0.72
1398/05/27,41730000,41400000,41750000,41500000,200000.0,0.48
1398/05/29,41620000,41380000,41620000,41550000,50000.0,0.12
1398/05/30,41610000,41290000,41610000,41340000,210000.0,0.51
1398/06/01,41630000,41430000,41760000,41460000,120000.0,0.29
1398/06/02,41420000,40520000,41520000,40790000,670000.0,1.64
1398/06/03,41110000,39670000,41180000,39670000,1120000.0,2.82
1398/06/04,39580000,39220000,40290000,40240000,570000.0,1.44
1398/06/05,40290000,40030000,40550000,40360000,120000.0,0.3
1398/06/06,40550000,40550000,40990000,40870000,510000.0,1.26
1398/06/08,40990000,40910000,41320000,41300000,430000.0,1.05
1398/06/09,41220000,40650000,41300000,40820000,480000.0,1.18
1398/06/10,40870000,40480000,40910000,40850000,30000.0,0.07
1398/06/11,41020000,40870000,41280000,41070000,220000.0,0.54
1398/06/12,41000000,40950000,41200000,41090000,20000.0,0.05
1398/06/13,41320000,41120000,41370000,41180000,90000.0,0.22
1398/06/15,41000000,41000000,41260000,41220000,40000.0,0.1
1398/06/16,41270000,41190000,41420000,41260000,40000.0,0.1
1398/06/19,40970000,40890000,41030000,40930000,330000.0,0.81
1398/06/20,40670000,40480000,40730000,40620000,310000.0,0.76
1398/06/22,40740000,39950000,40820000,40070000,550000.0,1.37
1398/06/23,39950000,39600000,40160000,39990000,80000.0,0.2
1398/06/24,40190000,40050000,40550000,40500000,510000.0,1.28
1398/06/25,40370000,40020000,40390000,40210000,290000.0,0.72
1398/06/26,40220000,40180000,40630000,40570000,360000.0,0.9
1398/06/27,40380000,40320000,40640000,40610000,40000.0,0.1
1398/06/29,40640000,40590000,40910000,40740000,130000.0,0.32
1398/06/30,40710000,40390000,40730000,40520000,220000.0,0.54
1398/06/31,40170000,39920000,40240000,40150000,370000.0,0.92
