Date,Open,Low,High,Close,Change,ChangePercent
1399/08/25,121090000,120680000,124020000,122380000,2670000.0,2.23
1399/08/26,122420000,119280000,123490000,119780000,2600000.0,2.17
1399/08/27,119820000,115980000,119820000,117380000,2400000.0,2.04
1399/08/28,117390000,116980000,118520000,117510000,130000.0,0.11
1399/08/29,117510000,117510000,117510000,117510000,,
1399/08/30,119980000,119980000,121020000,120990000,3480000.0,2.96
1399/09/01,120980000,117980000,121010000,117980000,3010000.0,2.55
1399/09/02,118010000,117980000,119020000,118990000,1010000.0,0.86
1399/09/03,119020000,113980000,119020000,114010000,4980000.0,4.37
1399/09/04,110010000,109980000,112020000,110020000,3990000.0,3.63
1399/09/05,109010000,108980000,109020000,108990000,1030000.0,0.95
1399/09/06,108990000,108990000,108990000,108990000,,
1399/09/07,108480000,107480000,110020000,107510000,1480000.0,1.38
1399/09/08,106480000,106480000,110020000,109980000,2470000.0,2.3
1399/09/09,108980000,108980000,112020000,112020000,2040000.0,1.85
1399/09/10,116010000,115980000,121020000,119980000,7960000.0,7.11
1399/09/11,119990000,115980000,120020000,120020000,40000.0,0.03
1399/09/12,121020000,118980000,122020000,121990000,1970000.0,1.64
1399/09/14,123020000,118480000,124520000,119080000,2910000.0,2.44
1399/09/15,119690000,117980000,123720000,122790000,3710000.0,3.12
1399/09/16,122320000,121280000,123120000,121420000,1370000.0,1.13
1399/09/17,122570000,122540000,126020000,125580000,4160000.0,3.43
1399/09/18,125620000,125580000,128920000,127090000,1510000.0,1.2
1399/09/19,125490000,123880000,125720000,124220000,2870000.0,2.31
1399/09/20,124220000,124220000,124220000,124220000,,
1399/09/21,125510000,121280000,125620000,122010000,2210000.0,1.81
1399/09/22,122490000,119180000,122520000,120690000,1320000.0,1.09
1399/09/23,118880000,118680000,120620000,120480000,210000.0,0.17
1399/09/24,121040000,121040000,122720000,122180000,1700000.0,1.41
1399/09/25,122710000,119580000,123020000,119610000,2570000.0,2.15
1399/09/26,119580000,118580000,120020000,119520000,90000.0,0.08
1399/09/27,119520000,119520000,119520000,119520000,,
1399/09/28,119480000,115680000,119520000,118020000,1500000.0,1.27
1399/09/29,117990000,117980000,119620000,119380000,1360000.0,1.15
1399/09/30,119410000,117780000,119770000,118230000,1150000.0,0.97
1399/10/01,116990000,116880000,118270000,117980000,250000.0,0.21
1399/10/02,119470000,119230000,120820000,120710000,2730000.0,2.31
1399/10/03,120690000,119380000,120720000,119990000,720000.0,0.6
1399/10/04,119990000,119990000,119990000,119990000,,
1399/10/05,119390000,118180000,119520000,118760000,1230000.0,1.04
1399/10/06,118510000,118380000,119320000,118980000,220000.0,0.19
1399/10/07,119520000,117680000,119570000,117770000,1210000.0,1.03
1399/10/08,117280000,116780000,117770000,117110000,660000.0,0.56
1399/10/09,117080000,117080000,117770000,117470000,360000.0,0.31
1399/10/10,117080000,117080000,117670000,117570000,100000.0,0.09
1399/10/12,117530000,116530000,117570000,116780000,790000.0,0.68
1399/10/13,117310000,117180000,118520000,118480000,1700000.0,1.46
1399/10/14,119170000,118780000,121970000,120240000,1760000.0,1.49
1399/10/15,120380000,120030000,122670000,122640000,2400000.0,2.0
1399/10/16,122660000,120780000,122670000,121120000,1520000.0,1.25
1399/10/17,119010000,117680000,119020000,118130000,2990000.0,2.53
1399/10/18,118130000,118130000,118130000,118130000,,
1399/10/19,113910000,109980000,113920000,110720000,7410000.0,6.69
1399/10/20,110690000,110680000,113970000,111890000,1170000.0,1.06
1399/10/21,112990000,109380000,113520000,110010000,1880000.0,1.71
1399/10/22,109990000,109980000,112220000,112120000,2110000.0,1.92
1399/10/23,110270000,108680000,110470000,108810000,3310000.0,3.04
1399/10/24,108780000,106380000,108820000,106380000,2430000.0,2.28
1399/10/25,106380000,106380000,106380000,106380000,,
1399/10/26,105330000,101830000,105820000,102680000,3700000.0,3.6
1399/10/27,102700000,102680000,102720000,102680000,,
1399/10/28,104070000,98330000,104070000,98330000,4350000.0,4.42
1399/10/29,98290000,97280000,102620000,101880000,3550000.0,3.61
1399/10/30,101890000,101880000,105620000,102880000,1000000.0,0.98
1399/11/01,105790000,104380000,106420000,104380000,1500000.0,1.46
1399/11/02,104380000,104380000,104380000,104380000,,
1399/11/03,102020000,101130000,104070000,104060000,320000.0,0.31
1399/11/04,104380000,104180000,108020000,106720000,2660000.0,2.56
1399/11/05,106790000,105180000,107470000,107360000,640000.0,0.6
1399/11/06,105120000,102780000,105170000,103910000,3450000.0,3.32
1399/11/07,106690000,105680000,108020000,105920000,2010000.0,1.93
1399/11/08,105740000,105380000,106220000,106140000,220000.0,0.21
1399/11/09,106140000,106140000,106140000,106140000,,
1399/11/10,110620000,108780000,110620000,108980000,2840000.0,2.68
1399/11/11,110230000,109780000,111020000,110670000,1690000.0,1.55
1399/11/12,108110000,108090000,110220000,109490000,1180000.0,1.08
1399/11/13,109930000,108680000,110220000,109860000,370000.0,0.34
1399/11/14,108890000,106730000,109020000,107260000,2600000.0,2.42
1399/11/15,106220000,105430000,106520000,105980000,1280000.0,1.21
1399/11/16,105980000,105980000,105980000,105980000,,
1399/11/17,108890000,107580000,108920000,108120000,2140000.0,2.02
1399/11/18,110110000,108680000,110370000,109910000,1790000.0,1.66
1399/11/19,113680000,113080000,114320000,114310000,4400000.0,4.0
1399/11/20,116010000,114580000,116820000,116110000,1800000.0,1.57
1399/11/21,116110000,116110000,116110000,116110000,,
1399/11/22,117580000,117380000,118520000,118510000,2400000.0,2.07
1399/11/23,118510000,118510000,118510000,118510000,,
1399/11/24,118490000,118480000,121020000,121020000,2510000.0,2.12
1399/11/25,120730000,119080000,120770000,120310000,710000.0,0.59
1399/11/26,117870000,117080000,118270000,117590000,2720000.0,2.31
1399/11/27,117620000,117580000,119520000,119020000,1430000.0,1.22
1399/11/28,118960000,117480000,118970000,117540000,1480000.0,1.26
1399/11/29,117570000,117530000,119320000,118680000,1140000.0,0.97
1399/11/30,118680000,118680000,118680000,118680000,,
1399/12/01,116620000,114380000,116720000,115180000,3500000.0,3.04
1399/12/02,112780000,111280000,112820000,111580000,3600000.0,3.23
1399/12/03,111590000,109480000,113220000,109510000,2070000.0,1.89
1399/12/04,111380000,110690000,112220000,111970000,2460000.0,2.25
1399/12/05,111960000,111930000,113820000,113110000,1140000.0,1.02
1399/12/06,113110000,113110000,113110000,113110000,,
1399/12/08,112360000,110780000,112520000,111330000,1780000.0,1.6
1399/12/09,110780000,109580000,110820000,109980000,1350000.0,1.23
1399/12/10,112210000,111280000,112220000,111810000,1830000.0,1.66
1399/12/11,109330000,108330000,109520000,108590000,3220000.0,2.97
1399/12/12,109740000,109130000,110970000,109360000,770000.0,0.71
1399/12/13,109180000,107580000,109320000,108120000,1240000.0,1.15
1399/12/14,108120000,108120000,108120000,108120000,,
1399/12/15,105810000,103130000,105920000,103760000,4360000.0,4.2
1399/12/16,103720000,102480000,104720000,104670000,910000.0,0.88
1399/12/17,105580000,104480000,105770000,105430000,760000.0,0.73
1399/12/18,104210000,103480000,104320000,103990000,1440000.0,1.38
1399/12/19,105470000,104680000,105820000,105160000,1170000.0,1.13
1399/12/20,105160000,105160000,105160000,105160000,,
1399/12/22,107520000,106980000,108820000,108190000,3030000.0,2.88
1399/12/23,108180000,106900000,108220000,106900000,1290000.0,1.21
1399/12/24,108220000,106890000,108220000,107600000,700000.0,0.65
1399/12/25,107600000,107600000,107600000,107600000,,
1399/12/29,112400000,112400000,112400000,112400000,,
1400/01/06,113200000,111080000,113300000,112220000,180000.0,0.16
1400/01/07,112290000,111280000,113220000,112880000,660000.0,0.59
1400/01/08,112880000,112880000,112880000,112880000,,
1400/01/09,112610000,112130000,112970000,112140000,740000.0,0.66
1400/01/10,112220000,110480000,112220000,111480000,660000.0,0.59
1400/01/11,111650000,111480000,111820000,111480000,,
1400/01/13,107610000,106280000,107720000,107020000,4460000.0,4.17
1400/01/14,106470000,106280000,107120000,106620000,400000.0,0.38
1400/01/15,106980000,106480000,107420000,107390000,770000.0,0.72
1400/01/16,107580000,107230000,107970000,107490000,100000.0,0.09
1400/01/17,107510000,107480000,107920000,107490000,,
1400/01/18,107510000,105580000,107520000,105620000,1870000.0,1.77
1400/01/19,105620000,105620000,105620000,105620000,,
1400/01/20,106380000,104180000,106520000,104580000,1040000.0,0.99
1400/01/21,104460000,103980000,104770000,104160000,420000.0,0.4
1400/01/22,104790000,104680000,105570000,104990000,830000.0,0.8
1400/01/23,104290000,103830000,105000000,105000000,10000.0,0.01
1400/01/24,105730000,105180000,105870000,105820000,820000.0,0.78
1400/01/25,105190000,105180000,105620000,105280000,540000.0,0.51
1400/01/26,105280000,105280000,105280000,105280000,,
1400/01/27,106620000,105880000,106820000,106080000,800000.0,0.76
1400/01/28,104170000,103680000,104520000,104020000,2060000.0,1.98
1400/01/29,103980000,102930000,104920000,102960000,1060000.0,1.03
1400/01/30,101330000,99980000,101620000,100690000,2270000.0,2.25
1400/01/31,102640000,101580000,102670000,101880000,1190000.0,1.18
1400/02/01,101890000,100480000,101920000,100760000,1120000.0,1.11
1400/02/02,100760000,100760000,100760000,100760000,,
1400/02/03,100490000,100030000,100920000,100040000,720000.0,0.72
1400/02/04,101240000,101130000,101970000,101670000,1630000.0,1.63
1400/02/05,100720000,99480000,100970000,99880000,1790000.0,1.79
1400/02/06,100480000,99930000,100520000,100440000,560000.0,0.56
1400/02/07,100220000,99980000,100470000,100140000,300000.0,0.3
1400/02/08,99940000,99330000,99970000,99470000,670000.0,0.67
1400/02/09,99470000,99470000,99470000,99470000,,
1400/02/10,98660000,97380000,98670000,97810000,1660000.0,1.7
1400/02/11,96170000,95480000,96370000,95790000,2020000.0,2.11
1400/02/12,96420000,94980000,96420000,95640000,150000.0,0.16
1400/02/13,95640000,95640000,95640000,95640000,,
1400/02/14,93780000,92480000,94020000,92920000,2720000.0,2.93
1400/02/15,92540000,92530000,94970000,94930000,2010000.0,2.16
1400/02/16,94930000,94930000,94930000,94930000,,
1400/02/17,96020000,94580000,96370000,95440000,510000.0,0.54
1400/02/18,94980000,94030000,95620000,95510000,70000.0,0.07
1400/02/19,97720000,97480000,98820000,98490000,2980000.0,3.12
1400/02/21,100360000,98980000,100620000,99740000,1250000.0,1.27
1400/02/22,99530000,99380000,101420000,100540000,800000.0,0.8
1400/02/23,99200000,99200000,99200000,99200000,,
1400/02/25,103260000,102780000,104170000,103020000,740000.0,0.72
1400/02/26,102280000,100430000,102320000,100740000,2280000.0,2.26
1400/02/27,102210000,101480000,103270000,103040000,2300000.0,2.28
1400/02/28,100210000,100790000,100220000,98840000,4200000.0,4.25
1400/02/29,101470000,100680000,101620000,101040000,2200000.0,2.23
1400/02/30,101040000,101040000,101040000,101040000,,
1400/02/31,100780000,99780000,101070000,99890000,1150000.0,1.15
1400/03/01,100420000,99980000,101120000,100790000,900000.0,0.9
1400/03/02,102220000,101630000,102520000,101660000,870000.0,0.86
1400/03/03,100920000,100080000,101420000,101090000,570000.0,0.56
1400/03/04,102620000,102580000,103520000,103470000,2380000.0,2.35
1400/03/05,102840000,102730000,103320000,103170000,300000.0,0.29
1400/03/06,103170000,103170000,103170000,103170000,,
1400/03/08,106560000,106080000,107120000,106970000,,
1400/03/09,108410000,106680000,109470000,107480000,510000.0,0.48
1400/03/10,106460000,106080000,107320000,106390000,1090000.0,1.02
1400/03/11,108240000,107680000,109020000,108230000,310000.0,0.29
1400/03/12,107680000,107480000,108120000,107480000,750000.0,0.7
1400/03/13,107480000,107480000,107480000,107480000,,
1400/03/16,107740000,107580000,109020000,109010000,1530000.0,1.42
1400/03/17,107860000,106680000,107970000,106860000,2150000.0,2.01
1400/03/18,107520000,107030000,108080000,107830000,970000.0,0.91
1400/03/19,106770000,106530000,106870000,106770000,1060000.0,0.99
1400/03/20,106770000,106770000,106770000,106770000,,
1400/03/21,105070000,104480000,105570000,104820000,1950000.0,1.86
1400/03/22,106670000,106330000,107120000,106560000,1740000.0,1.66
1400/03/23,106570000,105780000,106770000,106010000,550000.0,0.52
1400/03/24,106380000,106330000,107020000,106910000,900000.0,0.85
1400/03/25,106340000,106280000,107820000,107740000,830000.0,0.78
1400/03/26,107520000,107330000,108070000,108030000,290000.0,0.27
1400/03/27,108030000,108030000,108030000,108030000,,
1400/03/28,108060000,102780000,108070000,103090000,4940000.0,4.79
1400/03/29,101110000,101080000,102470000,102110000,980000.0,0.96
1400/03/30,102970000,102530000,103670000,103230000,1120000.0,1.1
1400/03/31,103760000,103080000,104270000,104190000,960000.0,0.93
1400/04/01,103710000,103080000,103770000,103770000,420000.0,0.4
1400/04/02,102830000,102580000,103120000,102830000,940000.0,0.91
1400/04/03,102830000,102830000,102830000,102830000,,
1400/04/04,104000000,104000000,105520000,105480000,2650000.0,2.58
1400/04/05,105510000,104680000,105520000,105230000,250000.0,0.24
1400/04/06,106660000,106530000,107420000,107140000,1910000.0,1.82
1400/04/07,107980000,107830000,108320000,107910000,770000.0,0.72
1400/04/08,107720000,107530000,108370000,108270000,360000.0,0.33
1400/04/09,108230000,107780000,108320000,107940000,330000.0,0.31
1400/04/10,107940000,107940000,107940000,107940000,,
1400/04/11,107770000,107230000,107870000,107510000,430000.0,0.4
1400/04/12,108070000,107320000,108220000,107470000,40000.0,0.04
1400/04/13,106410000,105730000,106570000,105810000,1660000.0,1.57
1400/04/14,107030000,106780000,107370000,107220000,1410000.0,1.33
1400/04/15,106620000,106180000,106720000,106630000,590000.0,0.55
1400/04/16,106860000,106630000,107120000,107110000,480000.0,0.45
1400/04/18,106740000,106480000,106970000,106680000,430000.0,0.4
1400/04/19,106240000,106180000,107070000,107030000,350000.0,0.33
1400/04/20,106870000,106630000,106920000,106820000,210000.0,0.2
1400/04/21,106440000,105780000,106570000,106040000,780000.0,0.74
1400/04/22,106030000,104630000,106070000,104810000,1230000.0,1.17
1400/04/23,106020000,105980000,106020000,105980000,1170000.0,1.12
1400/04/24,105980000,105980000,105980000,105980000,,
1400/04/25,105990000,105280000,106120000,105420000,560000.0,0.53
1400/04/26,105220000,104880000,105320000,105130000,290000.0,0.28
1400/04/27,105140000,104430000,105170000,105060000,70000.0,0.07
1400/04/28,105070000,105030000,106120000,105960000,900000.0,0.86
1400/04/29,105960000,105960000,105960000,105960000,,
1400/04/30,105930000,105830000,106170000,105980000,20000.0,0.02
1400/04/31,105980000,105980000,105980000,105980000,,
1400/05/01,105840000,105380000,106020000,105990000,10000.0,0.01
1400/05/02,106740000,106730000,107420000,107060000,1070000.0,1.01
1400/05/03,106990000,106880000,109420000,108920000,1860000.0,1.74
1400/05/04,109860000,109380000,110370000,109460000,540000.0,0.5
1400/05/05,111180000,110780000,111820000,111580000,2120000.0,1.94
1400/05/06,111580000,111580000,111580000,111580000,,
1400/05/08,113680000,113280000,116270000,115180000,3600000.0,3.23
1400/05/09,114020000,112280000,114160000,112390000,2790000.0,2.48
1400/05/10,112690000,111780000,113520000,112110000,280000.0,0.25
1400/05/11,112330000,112080000,114020000,113830000,1720000.0,1.53
1400/05/12,112230000,111980000,112820000,112660000,1170000.0,1.04
1400/05/13,112630000,112630000,113720000,113380000,720000.0,0.64
1400/05/14,113380000,113380000,113380000,113380000,,
1400/05/15,109960000,109930000,111870000,111440000,1940000.0,1.74
1400/05/16,111460000,111430000,112770000,112430000,990000.0,0.89
1400/05/17,111690000,111480000,113120000,112570000,140000.0,0.12
1400/05/18,112520000,112480000,113170000,112790000,220000.0,0.2
1400/05/19,115490000,114880000,116020000,115290000,2500000.0,2.22
1400/05/20,115310000,115230000,116420000,115620000,330000.0,0.29
1400/05/21,115620000,115620000,115620000,115620000,,
1400/05/22,116820000,116780000,117920000,117280000,1660000.0,1.44
1400/05/23,117620000,117480000,118420000,118160000,880000.0,0.75
1400/05/24,118140000,118130000,118170000,118160000,,
1400/05/25,118130000,118130000,118170000,118170000,10000.0,0.01
1400/05/26,118170000,118170000,118170000,118170000,,
1400/05/29,118160000,118130000,121220000,118140000,30000.0,0.03
1400/05/30,120870000,120180000,121370000,121120000,2980000.0,2.52
1400/05/31,119630000,119380000,121320000,121310000,190000.0,0.16
1400/06/01,121290000,121180000,122770000,121240000,70000.0,0.06
1400/06/02,121040000,120830000,121820000,121620000,380000.0,0.31
1400/06/03,120060000,119130000,120270000,119560000,2060000.0,1.72
1400/06/04,119560000,119560000,119560000,119560000,,
1400/06/05,123140000,121780000,123370000,122110000,2550000.0,2.13
1400/06/06,121510000,119060000,121520000,119890000,2220000.0,1.85
1400/06/07,118410000,117680000,118770000,118620000,1270000.0,1.07
1400/06/08,120070000,119380000,120090000,119680000,1060000.0,0.89
1400/06/09,120120000,118630000,120120000,119010000,670000.0,0.56
1400/06/10,119020000,118980000,119820000,119790000,780000.0,0.66
1400/06/11,119790000,119790000,119790000,119790000,,
1400/06/12,120330000,119130000,120470000,119820000,30000.0,0.03
1400/06/13,119810000,119780000,121520000,120980000,1160000.0,0.97
1400/06/14,120540000,120030000,120820000,120030000,950000.0,0.79
1400/06/15,121020000,120530000,121170000,121140000,1110000.0,0.92
1400/06/16,121690000,121330000,121870000,121740000,600000.0,0.5
1400/06/17,121640000,121530000,122370000,122040000,300000.0,0.25
1400/06/18,122040000,122040000,122040000,122040000,,
1400/06/19,121590000,121280000,121820000,121470000,570000.0,0.47
1400/06/20,120610000,120580000,121170000,120840000,630000.0,0.52
1400/06/21,118380000,118380000,119420000,118920000,1920000.0,1.61
1400/06/22,119820000,118980000,120020000,119980000,1060000.0,0.89
1400/06/23,119610000,119130000,120170000,119330000,650000.0,0.54
1400/06/24,119340000,117980000,119370000,118060000,1270000.0,1.08
1400/06/25,118060000,118060000,118060000,118060000,,
1400/06/26,118020000,117880000,118720000,118260000,200000.0,0.17
1400/06/27,117530000,117380000,118220000,118220000,40000.0,0.03
1400/06/28,118180000,117980000,118710000,118630000,410000.0,0.35
1400/06/29,118660000,118630000,118670000,118660000,30000.0,0.03
1400/06/30,118660000,118630000,118670000,118660000,,
1400/06/31,118630000,118160000,118670000,118200000,460000.0,0.39
1400/07/01,118640000,118640000,118640000,118640000,,
1400/07/03,118670000,117280000,118670000,118640000,,
1400/07/06,118660000,118630000,118890000,118890000,250000.0,0.21
1400/07/07,118880000,116630000,118890000,118670000,220000.0,0.19
1400/07/08,118640000,118640000,118640000,118640000,,
1400/07/09,118660000,118630000,119150000,118820000,180000.0,0.15
1400/07/10,118810000,118630000,118850000,118660000,160000.0,0.13
1400/07/11,118640000,118330000,118930000,118890000,,
1400/07/12,118890000,118890000,118890000,118890000,,
1400/07/13,118270000,117470000,119570000,119570000,680000.0,0.57
1400/07/14,117570000,117570000,117570000,117570000,2000000.0,1.7
1400/07/17,116410000,116370000,118180000,117520000,830000.0,0.71
1400/07/19,116520000,116080000,116930000,116780000,340000.0,0.29
1400/07/20,116390000,116270000,117380000,117340000,560000.0,0.48
1400/07/21,117830000,117120000,117880000,117160000,180000.0,0.15
1400/07/22,117160000,117160000,117160000,117160000,,
1400/07/23,117570000,117220000,118080000,118060000,900000.0,0.77
1400/07/24,117870000,116480000,118130000,116710000,1350000.0,1.16
1400/07/25,115560000,115270000,115980000,115510000,1200000.0,1.04
1400/07/26,116320000,116170000,117350000,117140000,1630000.0,1.41
1400/07/27,117100000,116650000,117240000,116940000,200000.0,0.17
1400/07/28,117220000,117100000,117850000,117690000,750000.0,0.64
1400/07/29,117690000,117690000,117690000,117690000,,
1400/07/30,118630000,118550000,119100000,118790000,1100000.0,0.93
1400/08/01,118790000,118790000,118790000,118790000,,
1400/08/02,118760000,118320000,119000000,118570000,220000.0,0.19
1400/08/03,118060000,117850000,118440000,118260000,310000.0,0.26
1400/08/04,118270000,118250000,119150000,119110000,850000.0,0.72
1400/08/05,118680000,118450000,118750000,118620000,490000.0,0.41
1400/08/06,118620000,118620000,118620000,118620000,,
1400/08/07,118630000,117850000,118750000,118750000,130000.0,0.11
1400/08/08,117930000,117400000,118150000,117810000,940000.0,0.8
1400/08/09,118160000,117950000,118500000,117970000,160000.0,0.14
1400/08/10,117570000,117450000,117880000,117700000,270000.0,0.23
1400/08/11,117900000,117900000,118500000,118310000,610000.0,0.52
1400/08/12,118030000,117650000,118300000,118210000,100000.0,0.08
1400/08/13,118210000,118210000,118210000,118210000,,
1400/08/14,118690000,118550000,120380000,120160000,1950000.0,1.65
1400/08/15,120700000,120250000,121600000,121310000,1150000.0,0.96
1400/08/16,121990000,121700000,122600000,121930000,620000.0,0.51
1400/08/17,121560000,121350000,122520000,122150000,220000.0,0.18
1400/08/18,122530000,122300000,122900000,122740000,590000.0,0.48
1400/08/19,124510000,124400000,125950000,125390000,2650000.0,2.16
1400/08/20,125390000,125390000,125390000,125390000,,
1400/08/21,126240000,126200000,127720000,126770000,1380000.0,1.1
1400/08/22,126950000,125400000,127290000,125870000,900000.0,0.72
1400/08/23,125260000,124360000,125790000,125480000,390000.0,0.31
1400/08/24,124920000,124650000,126200000,125670000,190000.0,0.15
1400/08/25,126220000,125150000,126250000,125730000,60000.0,0.05
1400/08/26,125210000,124600000,125740000,124790000,940000.0,0.75
1400/08/27,124790000,124790000,124790000,124790000,,
1400/08/28,124180000,123850000,124850000,124400000,390000.0,0.31
1400/08/29,124120000,123810000,125100000,124260000,140000.0,0.11
1400/08/30,124440000,124400000,126000000,125280000,1020000.0,0.82
1400/09/01,124930000,124150000,125340000,124310000,970000.0,0.78
1400/09/02,125840000,125650000,126600000,126460000,2150000.0,1.73
1400/09/03,125760000,125500000,126100000,125710000,750000.0,0.6
1400/09/04,125710000,125710000,125710000,125710000,,
1400/09/05,126690000,125300000,126750000,125640000,70000.0,0.06
1400/09/06,125260000,125100000,125950000,125720000,80000.0,0.06
1400/09/07,126580000,126350000,127400000,127080000,1360000.0,1.08
1400/09/08,127000000,124450000,127100000,125560000,1520000.0,1.21
1400/09/09,126130000,126000000,126450000,126210000,650000.0,0.52
1400/09/10,126040000,125900000,126400000,126260000,50000.0,0.04
1400/09/11,126260000,126260000,126260000,126260000,,
1400/09/12,130040000,129600000,130350000,130130000,3870000.0,3.07
1400/09/13,130890000,129900000,130950000,130400000,270000.0,0.21
1400/09/14,131050000,130950000,132550000,132460000,2060000.0,1.58
1400/09/15,132480000,131750000,132950000,132660000,200000.0,0.15
1400/09/16,131820000,131300000,132150000,131380000,1280000.0,0.97
1400/09/17,131480000,131350000,132200000,131650000,270000.0,0.21
1400/09/18,131650000,131650000,131650000,131650000,,
1400/09/19,131800000,130850000,132300000,131060000,590000.0,0.45
1400/09/20,131020000,130350000,131350000,130380000,680000.0,0.52
1400/09/21,130440000,129550000,130750000,129690000,690000.0,0.53
1400/09/22,129680000,129650000,131450000,131450000,1760000.0,1.36
1400/09/23,134290000,132750000,134350000,132790000,1340000.0,1.02
1400/09/24,132380000,131950000,132850000,131980000,810000.0,0.61
1400/09/25,131980000,131980000,131980000,131980000,,
1400/09/26,131750000,131050000,132050000,131190000,790000.0,0.6
1400/09/27,130200000,130050000,130650000,130210000,980000.0,0.75
1400/09/28,129920000,129800000,131250000,130990000,780000.0,0.6
1400/09/29,131530000,131450000,132460000,132360000,1370000.0,1.05
1400/09/30,132570000,132050000,132710000,132110000,250000.0,0.19
1400/10/01,132480000,132150000,132610000,132220000,110000.0,0.08
1400/10/02,132220000,132220000,132220000,132220000,,
1400/10/03,131320000,130130000,131520000,130390000,1830000.0,1.4
1400/10/04,130670000,129880000,130920000,130880000,490000.0,0.38
1400/10/05,130990000,130680000,131420000,130910000,30000.0,0.02
1400/10/06,130530000,129880000,130560000,130240000,670000.0,0.51
1400/10/07,130540000,130380000,130770000,130620000,380000.0,0.29
1400/10/08,131030000,131030000,131570000,131290000,670000.0,0.51
1400/10/09,131290000,131290000,131290000,131290000,,
1400/10/10,131320000,130740000,131570000,130970000,320000.0,0.24
1400/10/11,130840000,130230000,130870000,130670000,300000.0,0.23
1400/10/12,130570000,130480000,131020000,130760000,90000.0,0.07
1400/10/13,130340000,128090000,130570000,128890000,1870000.0,1.45
1400/10/14,128500000,127930000,129020000,128860000,30000.0,0.02
1400/10/15,128860000,128860000,128860000,128860000,,
1400/10/17,128040000,125630000,128520000,125780000,3080000.0,2.45
1400/10/18,124540000,121230000,125470000,121230000,4550000.0,3.75
1400/10/19,121730000,119180000,122020000,121620000,390000.0,0.32
1400/10/20,122390000,121430000,122920000,122760000,1140000.0,0.94
1400/10/21,122740000,122030000,123470000,122530000,230000.0,0.19
1400/10/22,123110000,122480000,124320000,124030000,1500000.0,1.22
1400/10/23,124030000,124030000,124030000,124030000,,
1400/10/24,123840000,120790000,123870000,121290000,2740000.0,2.26
1400/10/25,122020000,121280000,122020000,121520000,230000.0,0.19
1400/10/26,120810000,120730000,121370000,121310000,210000.0,0.17
1400/10/27,120630000,119980000,121020000,120640000,670000.0,0.56
1400/10/28,120820000,120730000,122420000,122290000,1650000.0,1.37
1400/10/29,122590000,122430000,123320000,123030000,740000.0,0.61
1400/10/30,123030000,123030000,123030000,123030000,,
1400/11/01,122960000,122030000,123020000,122620000,410000.0,0.33
1400/11/02,122640000,122030000,123970000,123690000,1070000.0,0.87
1400/11/03,124230000,123530000,124820000,123840000,150000.0,0.12
1400/11/04,123730000,122630000,123920000,122920000,920000.0,0.75
1400/11/05,124310000,123580000,124920000,123580000,660000.0,0.54
1400/11/06,122760000,122380000,122870000,122860000,720000.0,0.59
1400/11/07,122860000,122860000,122860000,122860000,,
1400/11/08,123880000,122280000,124120000,122530000,330000.0,0.27
1400/11/09,122460000,121880000,123020000,122080000,450000.0,0.37
1400/11/10,122320000,120730000,122370000,121110000,970000.0,0.8
1400/11/11,121190000,121180000,121670000,121530000,420000.0,0.35
1400/11/12,120840000,120680000,121210000,121020000,510000.0,0.42
1400/11/13,121320000,121130000,121670000,121180000,160000.0,0.13
1400/11/14,121180000,121180000,121180000,121180000,,
1400/11/15,119570000,117430000,119820000,117870000,3310000.0,2.81
1400/11/16,117630000,117130000,119370000,119340000,1470000.0,1.25
1400/11/17,118920000,117980000,119070000,118330000,1010000.0,0.85
1400/11/18,117570000,115580000,117720000,115810000,2520000.0,2.18
1400/11/19,116860000,115730000,117020000,116740000,930000.0,0.8
1400/11/20,116510000,116080000,116870000,116290000,450000.0,0.39
1400/11/21,116290000,116290000,116290000,116290000,,
1400/11/22,119230000,118580000,119920000,119840000,3550000.0,3.05
1400/11/23,119870000,119780000,121670000,121560000,1720000.0,1.44
1400/11/24,121370000,120080000,121370000,121160000,400000.0,0.33
1400/11/26,120660000,118980000,120920000,119470000,1690000.0,1.41
1400/11/27,119180000,118730000,119720000,119480000,10000.0,0.01
1400/11/29,117370000,117330000,118570000,117560000,1920000.0,1.63
1400/11/30,117380000,116380000,117520000,116690000,870000.0,0.75
1400/12/01,116820000,116480000,117620000,117090000,400000.0,0.34
1400/12/02,118320000,118080000,119120000,118270000,1180000.0,1.01
1400/12/03,118730000,118080000,119020000,118410000,140000.0,0.12
1400/12/04,120280000,120280000,122220000,121690000,3280000.0,2.77
1400/12/05,121690000,121690000,121690000,121690000,,
1400/12/06,120120000,118730000,120170000,119870000,1820000.0,1.52
1400/12/07,119580000,119080000,120170000,120020000,150000.0,0.13
1400/12/08,120240000,119480000,120320000,120180000,160000.0,0.13
1400/12/09,120180000,120180000,120180000,120180000,,
1400/12/10,120580000,119330000,120620000,119470000,710000.0,0.59
1400/12/11,119340000,119330000,120220000,119720000,250000.0,0.21
1400/12/12,119720000,119720000,119720000,119720000,,
1400/12/13,120170000,118730000,120170000,119080000,640000.0,0.54
1400/12/14,119240000,118280000,119320000,118620000,460000.0,0.39
1400/12/15,118990000,118930000,120870000,120220000,1600000.0,1.35
1400/12/16,121520000,121480000,124220000,123280000,3060000.0,2.55
1400/12/17,123790000,121880000,123820000,122430000,850000.0,0.69
1400/12/18,121830000,120980000,122220000,122110000,320000.0,0.26
